CODGEO,code_departement,P22_POP,P16_POP,P22_MEN,MED_SL23,PR_MD60_23,P22_CHOM1564,P22_ACT1564,P22_EMPLT,ETTOT24
72177,72,336,349,138.170658,25040,,11.627695,185.921139,178.723451,8
72178,72,197,191,75.467662,22890,,8.820896,91.149254,25.73332,7
72179,72,1881,1916,897.918499,22980,,96.992807,848.127753,334.23248,40
72180,72,5080,5311,2556.248956,21870,23,361.379033,1877.483401,2814.280842,199
72181,72,145182,142991,73588.3029,23610,22.9,10671.357308,64782.260467,85354.708535,4806
72182,72,1550,1574,670.134872,24440,,48.680894,717.630753,360.831138,36
72183,72,1063,1050,473.616964,23230,,52.599074,466.452236,184.800628,34
72184,72,346,381,154,26440,,10,170,131.513701,21
72185,72,658,662,274,24610,,29,323,50.943811,8
72186,72,879,894,373.922858,24910,,26.211355,415.334192,336.587093,32
72187,72,1618,1665,686.013084,24200,,60.508281,767.207884,261.850292,22
72188,72,159,150,68.443709,26270,,5.264901,70.549669,4.132625,3
72189,72,2038,2210,987.668855,22490,,97.328057,785.49156,1252.189167,80
72190,72,287,278,135,26770,,11,136,93.017959,9
72191,72,3186,3140,1458,24330,,95,1335,855.939711,67
72192,72,105,103,53,24730,,1,48,13.904718,2
72193,72,446,441,208.476233,25940,,7.615632,200.719151,56.598134,14
72194,72,272,267,105.326427,23940,,9.876032,140.373236,29.549474,7
72195,72,1853,1908,753.690587,25110,,80.277939,920.751714,173.446749,27
72196,72,735,693,300.877685,24280,,34.14114,364.436624,211.346845,13
72197,72,679,702,263.714653,25340,,18.967839,352.724296,54.730489,11
72198,72,2631,2652,1106.545414,29340,,75.916352,1258.023117,515.753782,65
72199,72,266,256,106.490094,26090,,8.956989,125.096261,20.308722,14
72200,72,3699,3656,1482.703935,26990,,111.347389,1768.521386,551.435797,79
72201,72,234,258,104.482168,23150,,9.720765,115.757375,28.388672,5
72202,72,207,212,91.892523,23580,,2.901869,110.271028,16.612814,7
72204,72,517,548,223.575151,25280,,31.178176,245.329001,76.586538,21
72205,72,1833,1812,718.242141,25750,,45.19715,911.953942,296.859725,33
72208,72,369,403,158.846437,25160,,12.056806,150.53937,177.930383,28
72209,72,313,302,136.539566,23670,,14.772459,160.57791,31.01748,8
72210,72,299,311,125.854082,24850,,21.017572,144.491037,36.561468,8
72211,72,633,643,280,22740,,29,309,98.626768,22
72212,72,697,702,303.462495,23920,,29.988599,340.089122,93.935624,15
72213,72,5299,5279,2217.225047,25520,,267.530975,2323.254629,1600.056759,112
72214,72,12,11,5,,,0,5,2,1
72215,72,1023,1029,420.834229,24270,,31.329365,466.182421,151.543869,22
72216,72,593,591,220.918027,24970,,18.486104,315.948452,82.800639,12
72217,72,2463,2402,1046.549797,29610,,68.956688,1119.822445,675.437891,70
72218,72,302,299,127.854998,25420,,14.376982,154.583023,21.72664,5
72219,72,768,861,312,26080,,27,400,173.975604,29
72220,72,876,930,376.356998,24550,,22.386113,379.69996,123.952213,12
72221,72,361,377,170.37226,23270,,29.82339,163.941292,24.138933,7
72222,72,255,284,111.652382,24770,,12.453348,116.562458,27.549584,7
72223,72,2585,2633,1211.770209,24530,,84.775361,1200.896586,673.200238,78
72224,72,529,535,204.551074,25250,,13.021738,252.638989,34.814315,6
72225,72,671,665,278.201262,24730,,28.126084,329.069766,123.113577,16
72226,72,1325,1320,509,25420,,46,692,153.451876,22
72227,72,33,40,13,,,1,20,13.077321,4
72228,72,1998,2118,854.160605,25950,,51.981547,940.582243,430.070722,45
72229,72,449,526,201.396832,22340,,17.904765,203.534499,56.724029,8
72230,72,1038,1088,416.68604,27060,,35.781721,530.025974,87.337134,16
72231,72,5367,4999,2121.188959,26780,,134.049632,2451.0292,1615.429849,101
72232,72,707,637,243,26150,,33,399,32.838567,5
72233,72,71,63,31,,,3,34,3.002192,1
72234,72,346,374,164,24520,,15,169,23.789874,7
72235,72,373,381,169.677325,23660,,13.206565,187.414814,85.001831,17
72236,72,191,195,82,29700,,8,90,11.740721,5
72237,72,505,520,195.19161,25230,,14.604096,260.862082,31.354082,7
72238,72,74,77,32.131579,,,1.947368,35.052632,15.736529,1
72239,72,597,609,241.78785,26150,,26.615872,312.794445,87.153949,20
72241,72,2928,2988,1331.219409,25880,,97.783112,1358.911775,816.232513,87
72243,72,1614,1697,633,24430,,57,718,414.004084,34
72244,72,2900,2981,1265.218086,25340,,96.779048,1409.197865,919.896798,53
72245,72,669,686,263.817026,24390,,18.671871,320.683136,68.706807,7
72246,72,193,219,87.46798,25310,,5.704433,107.433498,14.365519,3
72247,72,1333,1324,539.309591,29410,,42.187148,633.249642,289.373884,27
72248,72,808,822,357.053615,24110,,31.173726,406.945056,93.356884,16
72249,72,805,784,325.060406,26710,,14.592991,444.37269,79.345235,13
72250,72,160,174,68.982036,26740,,8.622754,80.479042,27.156338,7
72251,72,390,377,163.555172,25670,,12.844494,195.653278,39.141881,8
72252,72,1108,1210,486.761128,24300,,57.16197,526.970085,218.664768,28
72253,72,2546,2615,1015.59226,27540,,95.369848,1217.562453,880.302705,74
72254,72,263,278,119.86099,25030,,9.02996,124.483311,14.929258,9
72255,72,791,819,341.445679,23740,,49.169595,347.456163,77.688238,16
72256,72,808,775,335,23950,,31,361,93.661987,20
72257,72,2352,2282,969.487342,32460,,43.432026,984.295756,693.828931,72
72259,72,270,296,122.073606,25880,,10.922328,140.02008,36.122179,14
72260,72,3492,3402,1405,27920,,98,1489,1530.817277,181
72261,72,301,339,132.272033,27010,,6.686665,179.450571,46.311111,9
72262,72,2052,2175,921,24130,,75,758,487.616176,70
72264,72,12194,12350,5762.878029,21680,23,844.127258,5281.025855,12367.058317,441
72265,72,246,263,114.312445,22280,,9.065698,118.770851,24.207371,9
72266,72,764,669,333.460107,25590,,45.093201,332.984375,68.827976,14
72267,72,916,913,371.989315,25670,,36.190191,466.134343,84.045616,18
72268,72,709,722,277.108914,24930,,28.353528,346.162558,35.557399,3
72269,72,2969,3248,1482,23240,,143,1039,1776.926833,129
72270,72,185,178,78.547486,26880,,0,73.379888,24.267628,4
72271,72,881,889,342,24600,,31,481,68.40074,10
72272,72,326,317,153.447704,24680,,7.458636,163.444299,43.77213,5
72273,72,231,228,98,24640,,15,109,12.918757,4
72274,72,214,205,88.348624,25500,,7.853211,108.963303,22.750232,8
72275,72,1517,1404,563,27190,,32,801,150.065417,24
72276,72,1884,1997,931.921744,24020,,82.634286,815.128609,884.919637,47
72277,72,113,118,55,26450,,1,57,12.000384,1
72278,72,750,812,347.590372,23170,,34.558798,327.489465,250.707545,24
72279,72,171,158,88.80663,23220,,8.502762,73.690608,24.139244,5
72280,72,2228,2100,904.61346,28730,,56.737706,1025.347226,225.666208,24
72281,72,450,438,195.932972,24510,,29.216353,210.422779,44.852985,10
72282,72,519,532,244,22970,,19,220,74.349825,17
72283,72,346,338,143.159356,22590,,30.997477,159.971059,71.671559,16
72286,72,392,399,163.713569,26070,,14.20134,186.490463,35.365494,5
72287,72,,,,,,,,,
72289,72,1964,2065,871,25660,,65,922,613.639227,52
72290,72,1810,1739,691.33022,25430,,59.421304,979.286807,153.104271,23
72291,72,955,960,405,23600,,42,443,107.958987,20
72292,72,225,254,100.682748,27420,,3.010494,108.050119,50.227721,4
72293,72,612,631,218.9124,25970,,16.727064,284.907664,78.038733,5
72294,72,474,472,229.160643,24870,,39.221722,243.56024,94.384647,24
72295,72,511,504,224,26210,,9,196,156.585929,15
72296,72,741,730,315.839964,25700,,19.95046,372.387753,165.560712,9
72297,72,536,552,228.200113,25440,,10.018359,268.388035,45.850791,8
72298,72,,,,,,,,,
72299,72,2471,2408,950.237519,25350,,102.869299,1215.27811,276.998336,33
72300,72,2712,2686,1126.247808,26070,,119.588571,1330.612334,556.996825,63
72302,72,172,182,75.191257,26460,,5.639344,79.89071,8.599036,3
72303,72,740,740,332.903635,23830,,40.332134,356.281239,102.845635,17
72305,72,914,1021,407.353998,24310,,35.600738,408.421895,143.197665,21
72306,72,1325,1292,506.870571,26370,,44.078502,657.323821,95.48486,18
72307,72,238,239,91.383966,26650,,7.029536,123.518987,12.046414,3
72308,72,2090,2129,936.68948,26480,,73.228226,911.062932,451.373598,41
72309,72,276,290,137.665237,24040,,14.614727,142.515375,31.508974,4
72310,72,2002,1928,817.677619,31410,,43.986406,835.654185,563.21885,67
72311,72,339,365,170.845625,22090,,16.640911,159.48377,29.655728,6
72312,72,225,237,90,24380,,6.27907,115.116279,20.589676,7
72313,72,212,226,93.650485,26140,,4.116505,98.796117,10.234124,2
72314,72,363,377,153.006258,24020,,19.846045,159.449353,69.169568,11
72315,72,832,838,383.18767,24430,,43.574079,365.90968,118.445314,15
72316,72,705,689,306,24150,,22,314,116.921684,17
72317,72,498,518,247,24670,,12,220,60.834853,14
72319,72,729,773,301.179214,26210,,26.991984,379.23427,58.879934,13
72320,72,2773,2510,1004.510653,30250,,64.273151,1218.107146,1818.294653,175
72321,72,499,582,227.315227,25700,,18.242727,259.141735,132.824571,10
72322,72,223,228,100.553026,27490,,10.00175,93.084264,37.368301,10
72323,72,438,455,184,25640,,15,225,42.61552,12
72324,72,503,519,203.819351,23910,,29.929384,255.92094,58.640429,9
72325,72,822,871,422.388247,24010,,32.940777,363.238058,162.038042,24
72326,72,218,211,90,25620,,7,105,15.009603,6
72327,72,268,298,118,25540,,10,128,32.872571,8
72328,72,3865,3575,1670,29840,,112,1596,1048.39822,126
72329,72,4042,4008,1767.933529,27980,,95.201909,1758.654547,810.606755,98
72330,72,447,430,185.843554,22110,,16.419501,224.931069,65.673112,14
72331,72,584,570,257.938711,24650,,28.729641,312.798728,514.224807,11
72332,72,599,602,261.025386,24390,,16.252207,272.9578,93.668142,16
72333,72,432,444,200.37109,23250,,25.377359,188.641339,246.242572,7
72334,72,2192,2312,1001.995641,22320,,141.789984,756.745941,1659.987432,112
72335,72,1080,1087,451.021418,26890,,40.182426,545.514042,100.566871,23
72336,72,1229,1190,546.06118,27470,,40.942761,483.255934,1117.485884,108
72337,72,832,903,403.560017,23240,,47.135635,378.009607,694.646569,18
72338,72,822,663,284.377945,27320,,26.551411,416.505268,45.480629,8
72339,72,646,693,269.170868,27920,,25.911091,310.487597,58.160273,8
72340,72,1237,1209,503,26330,,36,634,97.081015,13
72341,72,604,640,254.525508,27150,,15.4356,322.445132,153.539734,18
72342,72,160,178,74.730539,29690,,2.874251,80.479042,12.476997,6
72343,72,606,630,238,24430,,23,281,60.93789,16
72344,72,2821,2897,1192.791152,28110,,69.395026,1286.519976,1267.853241,74
72345,72,339,342,138.609089,26670,,10.921764,168.100686,16.710824,3
72346,72,4628,4462,2153.87512,25460,,138.627596,2135.815669,1634.766204,111
72347,72,289,324,116.437572,26050,,10.831892,147.438045,36.246825,8
72348,72,132,139,55.079137,23990,,7.597122,66.47482,6.647482,2
72349,72,521,489,217.789303,25830,,18.265718,273.603849,55.492364,9
72350,72,3043,3021,1235.007485,26590,,93.376411,1493.769149,425.562189,69
72351,72,1017,1080,419.160249,25010,,24.533319,454.744084,208.850486,34
72352,72,143,133,56.582734,23270,,3.086331,67.899281,11.28777,3
72353,72,215,216,87,27360,,5,106,33.207181,5
72354,72,165,165,71,24670,,6,86,26.702567,9
72355,72,119,86,41.537736,,,8.981132,65.113208,9.729916,1
72356,72,398,456,182.704561,23360,,17.167562,183.316887,56.424952,9
72357,72,741,721,302.65881,24570,,28.632112,361.71107,79.021977,23
72358,72,1653,1594,662.044955,24170,,86.397455,727.767142,629.270336,43
72359,72,1412,1397,547.518633,26270,,51.663702,712.092639,123.204002,20
72360,72,1639,1359,637,30000,,49,823,574.060043,42
72361,72,510,457,211.991058,23770,,28.138503,250.055329,67.964376,15
72362,72,169,158,65.611765,26470,,10.935294,95.435294,16.941627,3
72363,72,1669,1662,766.520733,24560,,71.090718,720.684937,664.767224,53
72364,72,1383,1518,694.898927,24520,,75.064021,615.018811,400.786639,42
72366,72,304,322,146,25300,,11,134,65.843545,13
72367,72,778,802,302.15172,24250,,29.130757,348.560224,99.490322,13
72368,72,287,325,156,25010,,10,112,44.838364,9
72369,72,586,619,241.6043,24500,,37.569541,302.225275,110.081817,15
72370,72,339,339,146.937594,22820,,15.674148,172.437992,95.236258,8
72372,72,77,75,34,,,2,35,3.898009,3
72373,72,2508,2576,1259.286623,24840,,79.189651,989.309058,1088.696913,101
72374,72,137,155,73.689394,24310,,6.227273,57.083333,18.318583,4
72375,72,517,559,233.208679,26050,,10.791144,264.292864,128.205863,16
72376,72,651,706,276,26210,,22,342,86.948989,19
72377,72,1035,1029,410,25490,,33,553,260.065567,37
72378,72,1383,1438,559,26070,,29,724,148.98048,33
72379,72,203,202,86,24660,,11,106,30.881386,10
72380,72,899,950,391,26080,,33,406,261.150219,23
72381,72,1350,1378,514.455103,26260,,38.226902,716.822709,737.402792,33
72382,72,1526,1482,613.51985,25580,,49.445841,746.532505,183.690388,30
72383,72,131,124,51.392308,27000,,7.053846,79.607692,16.178367,2
72385,72,1734,1763,743.554458,25590,,64.075373,885.572808,179.507801,23
72386,72,4187,4254,1801.9968,29910,,109.346756,1700.271763,1037.04859,92
85001,85,2808,2759,1557.154057,25770,,109.451272,770.90658,788.756217,165
85002,85,2207,1941,1004.771566,26180,,81.362133,990.838214,307.091375,66
85003,85,10218,9314,4215.024901,26220,7,396.299923,5051.304924,4360.21005,392
85004,85,2966,2785,1518.962024,25740,,162.136507,822.16517,494.07828,76
85005,85,1035,1058,437.55468,25310,,33.284301,442.054153,721.831277,47
85006,85,2028,1799,868.161453,24780,,86.212332,953.637264,572.453465,55
85008,85,7129,6430,2865.711636,26810,7,229.589854,3503.933645,1263.936314,164
85009,85,1118,1138,475,24350,,43,523,276.56574,17
85010,85,1408,1400,667.973598,25080,,55.257429,543.296478,236.911276,36
85011,85,1790,1752,941.50626,27310,,59.543888,598.70074,263.268044,58
85012,85,2356,2193,1243,25590,,90,901,553.05319,112
85013,85,1551,1393,612.756306,26070,,28.355426,847.780098,248.612433,26
85014,85,1161,1158,494.456617,24160,,48.084572,547.289671,184.426286,29
85015,85,1654,1505,625.172587,26120,,52.450736,839.988678,176.179286,35
85016,85,2366,2199,980.654241,26040,,75.443727,1201.993372,566.196807,66
85017,85,2406,2368,913.402022,25700,,54.80211,1249.186836,559.40431,58
85018,85,3955,3925,2025.818196,24610,,155.99247,1357.33103,1308.8023,149
85019,85,6239,5932,2540.892218,26810,,159.97314,3264.503599,2756.008346,193
85020,85,4059,4029,1717.479545,26570,,126.5885,1894.17063,1106.941386,91
85021,85,,,,,,,,,
85022,85,1320,1209,606,25030,,78,542,164.908728,28
85023,85,449,420,183.871675,25070,,12.134715,186.566678,66.049803,12
85024,85,2215,1991,931,25020,,82,1064,321.138223,39
85025,85,2295,2261,967.994741,25770,,64.341352,1241.153527,550.895799,70
85026,85,1465,1379,596.470677,24990,,69.5948,741.112245,546.196207,53
85028,85,595,584,242.404829,26280,,19.046219,300.234079,85.222579,11
85029,85,2169,2155,1008.407155,24540,,66.70078,890.80852,960.364726,138
85031,85,3170,3126,1359,24570,,69,1560,990.174036,83
85033,85,717,740,318.014704,23840,,38.51619,353.742445,84.186366,16
85034,85,3471,3326,1483,25500,,101,1730,1005.070249,105
85035,85,5139,4468,2620.079951,28160,,224.149233,1643.977874,1195.5667,204
85036,85,587,582,262,24790,,22,281,99.295462,12
85038,85,2916,2791,1138.264196,26670,,79.116444,1498.466841,980.113813,62
85039,85,4015,3921,1653.751934,25600,,93.093343,2031.144149,1294.914249,70
85040,85,1100,1114,498,23790,,37,431,241.17381,21
85042,85,1909,1909,813.841029,24010,,114.216616,870.783395,427.445576,54
85045,85,1103,1061,503.37022,25210,,40.734992,447.394771,393.951122,29
85046,85,3883,3756,1568.681532,26420,,129.44585,1987.298705,1624.514215,125
85047,85,22890,20303,11111.201932,25830,10.4,1069.424059,9330.800723,12628.073966,1078
85049,85,1816,1757,790,24330,,79,790,308.669638,33
85050,85,2041,1839,893.462671,23860,,74.386159,845.123295,273.625479,32
85051,85,8518,8291,3816.278736,24630,11,368.972704,3877.911357,4700.857848,346
85054,85,1083,887,452,23930,,55,525,117.075135,14
85055,85,1108,952,437,25210,,32,569,81.037174,10
85056,85,394,382,180.564572,24440,,11.060558,159.186389,38.231024,11
85058,85,792,726,323.63622,27120,,16.883108,395.179083,283.988824,20
85059,85,2590,2522,1189.808675,22720,,129.426478,956.544213,2117.771316,124
85061,85,1550,1537,603.075389,25950,,40.992637,755.215167,179.122749,23
85062,85,1144,1027,449.904429,24560,,43.204452,569.903599,135.616737,27
85064,85,2559,2483,1033.831376,25850,,64.413756,1284.300909,758.704188,71
85065,85,3648,3543,1495.936385,25150,,106.16006,1819.278673,1175.055609,104
85066,85,847,833,352.853651,24180,,30.414128,426.584933,87.597823,10
85067,85,1002,980,407.785673,25610,,25.019446,475.991232,374.461381,46
85070,85,3416,3146,1532.843653,25180,,166.903342,1520.819636,1556.6132,116
85071,85,3708,3444,1628.524433,24800,,175.762739,1648.069947,923.635482,83
85072,85,1047,988,424.895722,24870,,21.890432,570.685233,536.675205,21
85073,85,1025,1053,397.670684,25320,,23.754295,507.132508,193.505627,26
85074,85,229,216,88.454936,24260,,6.879828,92.386266,17.76084,3
85076,85,5659,5262,2232.236543,27940,,146.332194,2899.308941,1869.034183,144
85077,85,492,503,224,23010,,30,216,42.432441,8
85078,85,731,748,382.224204,24460,,30.723686,299.874233,314.533914,24
85080,85,1757,1720,709.013937,25000,,72.769234,766.526215,230.522746,36
85081,85,4535,4248,1844.926432,27360,,116.1917,2291.498595,1864.81594,163
85082,85,2984,2832,1243.605289,25420,,86.359936,1528.707394,1614.446631,95
85083,85,1643,1649,862.561432,24800,,44.600122,624.987219,510.473475,66
85084,85,6835,6313,2729.461497,25780,7,221.508594,3503.066308,6932.616662,377
85086,85,1704,1576,702.013555,24630,,79.0772,825.175558,402.15478,42
85087,85,205,208,100.054866,20510,,10.9405,84.556639,40.793627,5
85088,85,4978,4668,2354,28060,,154,1894,496.499102,78
85089,85,5411,5234,2227.875876,26360,,188.214404,2578.747741,1787.7032,132
85090,85,6401,6507,2608.863596,24910,,248.959968,3239.069981,1938.252576,194
85092,85,13806,13424,6871.628106,24230,17,715.292052,5261.505441,10166.552252,674
85093,85,1242,1182,511,25140,,31,657,281.93127,28
85094,85,1176,1114,534.56297,24430,,46.878488,513.436335,293.917076,41
85095,85,2128,1831,866.032439,24400,,60.469003,1122.48541,222.923688,44
85096,85,5413,4956,2326,25600,,174,2640,1370.850359,161
85097,85,3223,3034,1322.126734,25760,,90.51426,1617.20867,750.97052,78
85098,85,1963,1905,841.321162,26660,,60.739636,996.877432,152.485713,29
85099,85,1144,1026,455.706698,25220,,45.919533,562.123646,89.998556,15
85100,85,2216,2129,999.872616,27060,,90.304791,900.307967,966.585663,62
85101,85,484,492,197.962112,24470,,31.804705,209.951923,29.521456,8
85102,85,725,658,299.123583,23410,,31.359926,368.897577,81.905715,6
85103,85,2216,2151,939,25540,,86,1146,277.217223,39
85104,85,910,832,459.840149,25290,,52.246095,321.908987,135.721969,26
85105,85,516,546,249.738162,22680,,26.889409,214.003841,61.650579,9
85106,85,1335,1359,718.035237,26470,,78.833352,537.553114,656.920296,111
85108,85,3437,3145,1343.772601,26870,,95.180954,1831.293846,1180.587265,87
85109,85,16589,15972,7407.655601,26010,8,633.239262,8425.952594,14824.684087,837
85110,85,903,911,391.476504,23270,,49.166371,374.162269,260.939752,27
85111,85,1505,1534,703.594285,23570,,83.829734,702.392602,440.700706,34
85112,85,2805,2699,1258.408461,26850,,114.113722,1287.494558,307.001145,80
85113,85,4887,4789,2346.156128,26500,,244.94954,2059.496329,1806.368132,308
85114,85,3046,2647,1716.318931,28440,,97.555078,700.301113,766.797244,146
85115,85,647,613,268.636829,24390,,17.535953,297.393486,172.04524,21
85116,85,483,440,216.530253,25200,,23.881655,195.101859,68.50333,15
85117,85,601,619,284,25300,,18,258,101.098666,17
85118,85,2285,2272,945,27090,,70,1163,264.883285,44
85119,85,2572,2344,1063.381061,26170,,61.607901,1285.771383,686.230038,68
85120,85,1512,1370,681.975399,25400,,76.641515,678.946212,289.471966,36
85121,85,1050,1046,482,23070,,49,481,170.021033,25
85123,85,296,276,132.902761,24930,,14.592285,144.024842,27.757917,4
85125,85,383,383,155.806423,23820,,14.368441,165.52318,44.269517,10
85126,85,1360,1318,573.640764,26360,,43.960499,635.961901,230.253311,27
85127,85,2442,2495,1273.285995,27200,,85.94797,720.874389,635.749212,118
85128,85,9450,9467,4923.041926,24440,15,410.14281,3547.868218,5893.018719,424
85129,85,3671,3427,1496.039218,25760,,96.318389,1843.952787,917.687957,88
85130,85,1754,1483,758.46463,25090,,78.234521,893.523566,449.609231,47
85131,85,1461,1618,667.743037,25220,,70.65622,677.905629,168.264882,26
85132,85,757,765,332.708707,24960,,29.279592,324.644675,148.115205,21
85133,85,895,956,422.578815,24100,,30.139851,358.554364,411.661986,48
85134,85,240,256,113.109461,26070,,11.892762,122.924372,18.513961,3
85135,85,2773,2823,1224.002497,24760,,143.290523,1089.896786,689.720533,99
85136,85,124,110,57.463415,21910,,11.089431,52.422764,17.16385,2
85137,85,526,510,233.554495,25830,,14.69416,242.578883,55.169046,11
85138,85,1199,1119,474.110546,25350,,58.470838,594.057149,131.537764,14
85139,85,457,456,220.551305,24130,,16.473215,180.512783,59.695856,13
85140,85,1489,1513,686,25100,,46,681,492.281218,37
85141,85,681,662,284,23850,,30,311,96.857064,13
85142,85,1010,989,407,25460,,28,546,281.535442,16
85143,85,1073,1049,515,24070,,51,461,205.870155,28
85144,85,1560,1408,624.270494,25940,,53.064659,868.042776,204.293733,26
85145,85,989,979,401.134081,23520,,34.073438,502.420204,105.402167,20
85146,85,20754,20084,8991.296717,27250,6.4,669.38752,10687.317216,15099.946073,908
85147,85,1626,1676,714.604872,24750,,59.83162,789.726733,149.844392,31
85148,85,820,794,345.738094,25470,,43.903892,387.87611,69.712069,11
85149,85,408,404,179.53971,22620,,18.146961,192.849966,60.187318,10
85151,85,6065,5976,2604,26260,,179,2902,3839.048799,191
85152,85,5451,5001,2218,25800,,184,2657,4498.713944,251
85153,85,2986,2865,1261.945313,24890,,79.174427,1460.510913,683.216942,94
85154,85,1749,1839,751.896639,23830,,59.063714,770.488631,922.521191,52
85155,85,5209,4913,2144.685687,28350,,134.156445,2379.833953,2669.800362,200
85156,85,2341,2121,1064,24420,,86,989,904.732567,92
85157,85,823,745,349.967912,25080,,23.428088,378.744543,111.969755,20
85158,85,1211,1233,549.583254,23570,,39.258447,571.767416,241.154831,22
85159,85,2372,2316,1025,24510,,101,1041,505.860617,70
85160,85,3056,2857,1271.820561,26570,,72.682662,1478.650236,405.171045,78
85161,85,2546,2468,1077,25880,,73,1234,485.307705,61
85162,85,2054,2126,859,25570,,69,975,443.93487,68
85163,85,4502,4675,2377.213128,27310,,197.426655,1699.13465,2299.63228,413
85164,85,2293,2066,1174.841145,26430,,87.446174,804.900618,636.650915,104
85165,85,1264,1252,489.64338,,,37.118257,678.3879,0,0
85167,85,801,800,383.827288,26970,,32.797854,346.627586,88.116422,9
85169,85,1110,1089,462.801515,24140,,56.427986,548.714825,281.385812,32
85171,85,618,607,255.565713,26390,,26.427289,289.637056,71.570683,15
85172,85,2210,1989,986.727359,25110,,79.563175,1037.22219,394.286093,63
85174,85,684,698,285.933925,24150,,33.505567,337.924352,114.825893,14
85175,85,678,626,276.525012,25380,,22.77524,339.488356,61.835816,9
85176,85,1144,1127,493.134725,26740,,20.503445,481.198514,163.841669,23
85177,85,1366,1375,624,23420,,66,617,158.142866,28
85178,85,8637,8497,3510,26700,,220,4273,4132.712608,290
85179,85,1234,1082,519.148466,24740,,49.699024,576.68875,138.839713,30
85181,85,643,616,274.179368,24220,,32.91133,291.568703,58.847655,10
85182,85,5641,5533,2534.738588,24930,10,246.570221,2615.860514,4665.327231,235
85184,85,318,320,149.352959,23590,,10.508968,148.654743,51.443386,7
85185,85,646,672,273.975031,25000,,33.185319,305.857498,122.936999,12
85186,85,1018,975,407.982259,26220,,18.716809,520.251154,280.454349,22
85187,85,861,869,367.904636,25280,,31.468941,427.59265,219.944431,21
85188,85,1157,1097,480,24990,,42,538,132.951773,23
85189,85,2179,2071,929.769907,26080,,114.182611,1005.356479,335.026538,51
85190,85,3571,3299,1451,24980,,98,1815,1197.350715,99
85191,85,54699,53741,28216.377251,25090,15.6,3031.244698,24782.870891,45657.403844,2633
85192,85,980,942,404,25260,,20,476,205.550534,18
85193,85,664,622,260.255085,23740,,27.502383,309.545068,66.466394,14
85194,85,48740,43219,26056.790126,28010,9.2,2063.418819,17536.126241,19489.013453,2168
85196,85,1942,1818,767.765021,25960,,38.396991,1044.307142,225.662302,34
85197,85,3833,3638,1491.114298,26180,,93.5043,1968.244563,632.152979,84
85198,85,1382,1341,553.995346,26230,,28.827227,715.540293,170.359476,27
85199,85,533,532,208.472436,23810,,21.145868,262.504934,129.339337,12
85200,85,1166,1059,479.548693,24860,,59.234971,548.60603,128.798089,17
85201,85,511,462,244.186733,25190,,22.160235,195.238366,41.364667,13
85202,85,1587,1605,643.98878,25140,,77.75352,790.374121,473.004712,43
85204,85,2653,2539,1097.799215,24610,,143.689103,1312.947385,660.060814,82
85205,85,543,537,223.058678,23500,,31.880736,253.020992,68.108195,8
85206,85,400,376,209.085966,22990,,23.603954,164.315821,51.431477,9
85207,85,413,384,205.734322,24670,,15.095091,152.435225,44.492588,4
85208,85,2425,2299,973,26610,,55,1223,775.251644,63
85209,85,613,606,245,24640,,27,317,62.880187,19
85210,85,2251,2102,872.54652,24000,,72.680622,1072.454538,353.605939,52
85211,85,2547,2373,1016.24635,26180,,100.518643,1293.600698,318.92223,51
85212,85,1338,1239,516.781223,,,35.915576,704.377058,0,0
85213,85,4285,4141,1755.109296,25930,,130.707152,2043.597508,931.47687,125
85214,85,2592,2115,1081.517161,26730,,74.752837,1321.606171,294.060021,71
85215,85,3924,3787,1639.188581,25530,,124.389203,1928.970566,2913.265581,127
85216,85,2074,2049,850.329186,25600,,57.012304,998.600711,945.426641,90
85218,85,1820,1652,762.984211,26250,,61.358826,969.381883,141.687754,29
85220,85,1629,1503,665.919378,25240,,50.065918,768.244212,320.778183,32
85221,85,2752,2621,1263.319623,24790,,89.285692,1285.899525,373.234484,58
85222,85,8140,7570,4406.278699,27450,8,369.663424,2633.746981,5790.801895,621
85223,85,3593,3498,1528.223827,24380,,148.371343,1630.950108,2745.82443,182
85226,85,12923,11049,6737.297099,27070,10,515.807482,4216.224236,3075.004801,427
85227,85,1904,1965,808.368177,24390,,76.377468,803.877705,404.29697,44
85229,85,628,613,303.232722,23240,,12.642814,250.13211,416.837125,18
85231,85,824,817,402.395966,25470,,37.214426,343.185295,80.038998,18
85232,85,1095,1050,432.180895,25000,,53.210434,569.380015,220.073811,27
85233,85,,,,,,,,,
85234,85,8809,8636,4402.284153,26700,12,429.279234,3019.505581,3582.635214,588
85235,85,427,404,198.518485,24480,,23.076297,205.706655,37.778328,10
85236,85,2018,1713,866.777129,25360,,73.037405,967.955819,374.831095,48
85237,85,394,363,174.950416,24250,,22.129111,175.956153,68.10961,11
85238,85,3613,3612,1460.758337,26260,,96.156629,1623.797261,1892.831275,106
85239,85,1196,1055,463.228834,25340,,65.002461,588.060666,96.279476,20
85240,85,1619,1605,656,26990,,36,862,386.562731,53
85242,85,1033,965,430.465837,24650,,37.826714,504.727933,160.329466,29
85243,85,2933,2659,1457.103174,26260,,103.5943,1030.530984,443.015278,61
85244,85,802,815,338.161321,25340,,26.29469,372.94833,185.93848,17
85245,85,169,175,86,22110,,4,75,120.690847,7
85246,85,2540,2321,1036.145472,25850,,85.964071,1254.862826,701.824178,69
85247,85,1144,1062,435.723507,25470,,24.605365,588.507242,201.789168,27
