CODGEO,P22_POP,P16_POP,SUPERF,NAIS1621,DECE1621,P22_MEN,NAISD24,DECESD24,P22_LOG,P22_RP,P22_RSECOCC,P22_LOGVAC,P22_RP_PROP,MED_SL23,PR_MD60_23,P22_EMPLT,P22_EMPLT_SAL,P16_EMPLT,P22_POP1564,P22_CHOM1564,P22_ACT1564,ETTOT24,ETAZ24,ETBE24,ETFZ24,ETGU24,ETOQ24,ETTEF124,ETTEFP1024
49374,1462,1540,9.91,71,54,576.929582922952,7,10,643.547549367917,576.929582922952,20.4978358292198,46.1201306157446,455.112215621306,23700,s,177.134034258121,122.332222051476,158.196761604461,853.85598050563,73.9406066967735,624.273443325646,19,8,0,2,6,3,12,5
49377,5642,5503,47.23,333,218,2209.33368507931,46,39,2352.32622002257,2209.33368507931,43.9191357325742,99.0733992106908,1802.05068223334,28150,s,1067.59640766682,879.935236009753,1007.36181312336,3441.28464675102,152.69172024302,2727.18193369521,114,8,11,16,67,12,79,19
49378,2599,2589,23.17,189,102,1068.08700328479,26,17,1167.84648822271,1068.08700328479,13.5090969186768,86.2503880192444,788.15480136063,24320,s,641.901675990169,524.604610698208,646.713436769604,1507.43862800051,112.613394823054,1192.83769650675,60,8,6,6,31,9,46,12
49381,1829,1855,40.66,111,74,792.929790407178,13,12,863.622327022049,792.929790407178,13.3188837100481,57.3736529048228,614.705622079921,25350,s,475.86049278122,364.595593976664,524.833230756252,1077.79450937325,62.638806348862,883.094249709776,55,16,5,7,21,6,40,10
53001,1864,1812,29.87,126,47,737.993662542366,15,8,792.331381345303,737.993662542366,15.3785996612085,38.9591191417282,599.581021361753,26540,s,187.356907562638,114.773026632338,217.238975319182,1147.4527724568,46.6181218381674,908.125296949546,35,3,3,6,18,5,32,1
53002,612,599,16.24,41,102,209,4,16,242,209,13,20,167,25350,s,105.784538676152,64.2416227357104,115.257230680775,345,12,276,16,8,0,2,3,3,12,1
53003,2603,2812,38.78,130,303,1149.93598501156,20,45,1471.76223644041,1149.93598501156,117.301157062853,204.525094366001,857.260086427118,24800,s,1094.76657653609,911.268037975638,1198.3430724401,1429.59606257111,80.6558681295927,1063.56724221337,104,18,14,10,45,17,77,21
53005,2324,2281,36.54,175,98,1035,21,14,1171,1035,44,92,746,25370,s,682.1761457046,544.358283896742,659.559450388955,1379,42,1113,76,9,6,13,36,12,60,9
53007,2908,2782,36.77,190,86,1177.24093092602,28,11,1238.7053043904,1177.24093092602,11.4594594594594,50.0049140049139,907.535193499279,26370,s,447.976658746792,350.228241670622,558.307423294113,1779.75535447832,79.7579982165196,1395.62952401003,66,13,6,11,28,8,56,6
53008,1830,1788,32.85,111,66,807.619795342281,12,13,878.994424380023,807.619795342281,28.3232654911675,43.0513635465746,618.075335386143,25970,s,325.910595200397,245.944233941269,314.886011693062,1051.11567735103,34.2792856789224,837.279782949032,39,9,7,3,16,4,28,7
53009,672,640,25.25,49,17,259.603293206407,7,4,288.895569368248,259.603293206407,13.1310203484115,16.1612558134296,218.093901346159,26650,s,157.024195355893,113.709000237753,138.556743828331,413.566928127968,18.9580052477516,330.2190708681,23,9,3,3,6,2,19,3
53010,419,442,11.68,22,13,172.333428139608,3,3,203.437280735923,172.333428139608,11.036850921273,20.0670016750418,138.886354088243,25500,s,57.622124844946,40.9240406541809,90.651827399354,275.083801949168,11.8128192621975,224.191230299413,8,3,0,2,1,2,8,0
53011,887,866,20.73,58,11,333.376861879155,13,2,357.042551391955,333.376861879155,4.11577208918248,19.5499174236168,269.788865364986,25720,s,126.49477437011,78.3225738311288,140.586749267953,574.265045783182,39.5567244065711,476.928589738186,25,10,1,1,7,6,20,1
53012,453,497,17.23,38,11,190.310598744006,6,4,224.162127128286,190.310598744006,12.943231441048,20.9082969432314,157.945963336363,25350,s,66.1355288008818,28.6240909757162,87.6830644739984,279.008986962218,13.9690308955025,233.374686277522,14,7,0,3,3,1,12,1
53013,555,596,40.62,23,35,247.497927125537,0,2,344.006364125168,247.497927125537,49.2595147185613,47.248922281069,206.398778421027,25130,s,127.073877454747,96.4028412193281,211.612688967862,346.847500921374,25.5262402385092,253.680593347994,20,6,2,4,6,2,17,0
53015,1964,1923,27.36,168,113,693.093591277689,20,20,784.977326422002,693.093591277689,24.5023293718166,67.3814057724958,526.757985523098,25810,s,249.698205135777,159.817588841639,275.222277638792,1178.04171581776,51.0730002704682,967.568583009523,34,5,1,7,15,6,27,4
53016,1220,1244,26.23,56,180,511.305805624239,5,35,686.04412468238,511.305805624239,60.2545927786692,114.483726279471,362.560184008145,23270,s,512.62600890043,422.305786227796,553.47591412465,674.61432828483,33.1355433354999,458.081162762809,45,8,4,3,22,8,34,10
53017,971,914,23.67,56,29,398.300573929388,11,9,465.014882343444,398.300573929388,24.8933986619612,41.8209097520948,286.994681798408,23230,s,444.97490527407,376.545408969122,486.882344546053,574.453503068816,32.6387214023809,451.443145618988,31,10,3,4,12,2,21,6
53018,1298,1275,36.01,67,127,501.733326233713,9,11,594.169945578782,501.733326233713,23.672792759103,68.7638265859658,392.255013860134,24480,s,397.741916647392,308.009547481853,371.536046446565,742.423937619667,38.0197324657829,583.490400517501,47,19,3,5,16,4,33,8
53019,119,123,8.32,10,2,50.575,2,0,68.2416666666667,50.575,7.27450980392157,10.3921568627451,40.6583333333333,25940,s,27.8904191287416,8.04875246207488,25.7690093572622,76.3583333333334,1.98333333333333,62.475,4,3,0,0,0,1,4,0
53021,966,999,8.44,66,19,362,5,6,373,362,9,2,314,27810,s,74.2968446567832,53.566659321006,98.810400087754,620,20,503,12,2,1,2,5,2,10,1
53022,495,514,24.84,24,18,200,4,3,258,200,20,38,170,25810,s,61.8836644568196,29.8886821280342,61.1900583095825,317,15,257,17,7,1,1,6,2,14,0
53023,550,540,18.1,45,7,188,4,2,215,188,8,19,160,26550,s,47.8912285646312,9.90132058070812,46.0203847206209,360,10,312,6,3,0,1,1,1,5,0
53025,1086,1119,31.72,58,25,428.652974620678,7,7,482.867413074179,428.652974620678,12.5854946409912,41.6289438125094,317.158011706089,25390,s,310.5950909797,233.759373711739,298.587442300633,678.405239335101,33.08607713504,560.749429955292,29,9,4,1,11,4,23,4
53026,500,504,19.73,27,12,180.437673291925,7,0,203.164191443741,180.437673291925,7.27248580858085,15.4540323432343,147.809190936005,26380,s,89.6742393994162,51.3381415088286,92.8407188334784,318.371891913466,11.2748513798347,262.887254490314,15,9,1,1,2,2,13,1
53027,203,184,13.31,16,4,76.0033019527089,5,0,93.830225029632,76.0033019527089,8.91346153846153,8.91346153846153,66.0028674852472,24970,s,27.9552673539688,11.972769768366,35.3495276645239,126.996698047291,6.00026068047702,99.0043012278708,7,2,0,0,3,2,7,0
53028,560,614,13.01,41,16,218.766149766203,7,5,244.975827185558,218.766149766203,12.0967741935485,14.1129032258066,171.833625876,25800,s,37.0592977019114,23.9473978536666,48.469237167664,367.124606141113,15.0502576123036,307.864144272835,8,3,0,2,1,2,8,0
53029,1280,1254,47.73,90,48,501.753565010796,10,8,619.859076821821,501.753565010796,50.4724409448825,67.6330708661425,392.637243319308,23330,s,209.118761661886,109.042308693291,233.988562169527,749.481570567625,53.0565096828233,617.680471712039,41,13,1,9,12,6,34,2
53030,320,335,14.29,28,4,120.066957880018,5,1,144.066957880018,120.066957880018,4,20,104.054215925878,26990,s,37.8197056166616,11.9297546385592,51.0593731366505,210.039575783179,7.00199708986641,171.020265011921,7,4,0,0,1,2,7,0
53031,490,499,18.4,35,13,190.189597640163,1,3,211.222930973496,190.189597640163,10.015873015873,11.0174603174603,157.421084346839,25540,s,54.7939796807356,21.8891448455495,66.0758901752768,304.446894213354,7.02385821237951,251.351961029389,15,10,0,2,1,2,11,0
53033,116,114,6.32,5,2,47,3,1,53,47,1,5,43,24250,s,20.5463072475497,9.83124592117805,19.0954652632547,81,7,60,5,4,0,0,0,1,2,1
53034,6294,5948,27.51,299,254,2607.65838879156,41,61,2722.37528376873,2607.65838879156,20.6697108066972,94.0471841704723,1980.6574174841,28150,s,2396.23111242707,2114.57718584504,2341.34936139022,3640.452025049,160.566624393189,2773.6004796907,230,14,20,24,155,17,144,64
53035,611,553,18.15,52,9,217.55965789885,6,2,245.008716573107,217.55965789885,22.3658996605055,5.08315901375125,184.406209994821,24600,s,74.6774520872703,37.5229327196391,89.2296450727493,379.595826172741,16.5247108598623,298.132106626517,20,11,2,2,3,2,17,0
53036,1066,1102,42.54,54,141,413.888492137035,11,12,516.387180201469,413.888492137035,46.6825708016236,55.8161172628108,304.98516448604,24070,s,200.612283620401,144.170352219828,205.196520299552,607.043229733869,35.1553707778533,485.950852344411,26,11,1,2,6,6,20,4
53037,718,742,9.34,40,14,286.703735454312,5,8,321.81176014567,286.703735454312,5.01543209876545,30.0925925925927,239.718545570166,25240,s,47.0751705696675,28.3984692931594,55.579427166667,456.798231496091,28.6490263316352,379.542521545379,11,3,0,0,6,2,11,0
53038,136,164,9.05,5,10,72.4671532846715,1,1,107.018435335953,72.4671532846715,15.7948717948717,18.7564102564102,48.6423357664233,25820,s,20.79680311212,9.89366742068768,19.1841791973424,82.3941605839416,1.98540145985401,63.5328467153284,7,4,0,0,2,1,7,0
53039,1726,1799,28.6,84,167,752.958636689089,18,39,852.596032015468,752.958636689089,22.5981721358798,77.0392231904993,552.960468937733,24600,s,453.958446249299,349.551605835385,551.910425989911,991.039155272697,31.0493053542894,779.605252425743,54,12,4,10,22,6,45,7
53040,618,648,20.97,54,28,267.919640819336,6,3,312.202793613533,267.919640819336,6.94637690889371,37.3367758853037,218.562564231816,24100,s,81.7380510300853,37.4656806004389,84.3119249711708,392.815126727271,29.3681976844576,327.115186650992,12,5,0,0,5,2,11,0
53041,276,265,7.68,20,9,118.830946875897,1,1,138.975874412129,118.830946875897,9.06521739130431,11.0797101449275,104.573204843273,25870,s,45.1596064302633,19.104996883427,43.5820765843399,166.64208592226,4.93070113970915,132.607533970627,8,4,0,0,3,1,7,1
53042,833,814,35.27,48,38,364.809013365543,10,1,464.202952759483,364.809013365543,65.6,33.7939393939394,281.4074447345,25300,s,162.865501858343,80.4342280280641,181.665626089515,487.297769895633,18.7628090530172,379.882183342217,23,9,1,5,6,2,17,4
53043,584,535,16.41,39,21,215.29865192059,4,7,256.759326077893,215.29865192059,13.1460674157303,28.314606741573,190.308134999054,24870,s,123.843538788283,101.229954681519,153.284205567816,327.444554416085,19.633136999745,272.96282664517,13,5,1,2,3,2,9,1
53045,674,704,15.24,31,17,284.353990243386,2,2,301.685897073568,284.353990243386,7.13666751831033,10.1952393118719,254.902643916257,25970,s,131.506220076513,110.605322110099,145.600943590242,411.751648732296,12.7675077921211,317.854046740545,15,2,4,1,6,2,9,3
53046,313,309,12.92,20,6,122.192009723763,4,0,136.525343057096,122.192009723763,7.96296296296295,6.37037037037036,96.3199599206843,25410,s,35.2142082226822,12.6888526529174,34.2071938101807,202.258813445597,7.03313087859279,165.315328296691,8,3,1,0,1,3,8,0
53047,254,265,13.23,15,14,119.800330797044,0,6,187.916272826029,119.800330797044,36.9772256728778,31.1387163561076,99.8005249795062,24250,s,57.7284178794438,16.9405028775109,58.7046196888856,134.508199054392,6.05214672600729,109.617138194404,11,6,0,0,3,2,11,0
53048,1173,1197,35.86,84,55,513.020266059315,10,9,643.353248683489,513.020266059315,40.2654743066556,90.0675083175192,377.402883779534,24830,s,463.001037563615,388.500264356971,587.243433846524,725.193792056185,33.6269181319184,582.999738899513,47,14,4,5,19,5,36,6
53049,691,708,9.66,50,14,245.142762243497,6,3,260.47609557683,245.142762243497,4.71794871794872,10.6153846153846,216.554309187523,26880,s,47.2889785173971,32.3163319156885,57.0830594243885,440.192733747905,16.1382766480537,353.330698691901,6,3,0,1,0,2,4,1
53051,624,580,21.15,62,31,257.146594796723,8,6,351.596885323938,257.146594796723,42.2248357651075,52.2254547621066,191.533088122322,23130,s,57.824838936698,26.1296201142678,56.6989561630886,370.685672040441,31.0142209176843,297.738101579226,10,2,0,0,5,3,8,0
53052,282,305,13.13,8,6,125.013583565194,2,1,183.013583565194,125.013583565194,27,31,109.882020748812,25830,s,20.0348875507844,11.0884070889472,21.2514566370356,167.830999911304,9.96802875749106,136.26814279667,7,1,0,2,2,2,7,0
53053,495,521,25.11,19,21,225.444637864387,1,4,346.992055704763,225.444637864387,48.0061230125854,73.5412948277904,184.487753582394,24250,s,66.2009372815145,28.024116028422,88.8726368093981,302.715924198279,18.2042819071415,232.465023416995,8,5,0,0,1,2,8,0
53054,6482,5950,34.68,337,250,2727,51,38,2880,2727,43,110,1877,28990,s,5379.81954865026,4979.84679848757,4406.83718411853,3713,177,2779,466,9,43,38,326,50,278,168
53055,599,612,18.62,37,67,256.174742546777,10,13,362.722546164348,256.174742546777,69.3565891472868,37.1912144702842,199.751646244,24960,s,143.913812179402,93.1941511857411,188.487676651532,328.247130149748,17.8788656747132,275.192181784032,24,10,1,2,8,3,21,2
53056,963,1009,19.89,76,11,358.960512071738,11,4,386.558850021876,358.960512071738,7.15512465373958,20.4432132963988,279.251390055362,27430,s,173.997602233702,131.604820467998,161.290043835123,633.686292463964,25.7181868743448,518.932639976366,16,3,0,1,5,7,12,4
53057,503,501,13.1,19,21,212,8,5,281,212,21,48,167,22830,s,114.65423383235,88.648482322805,126.579994224343,289,12,222,12,3,2,0,4,3,9,2
53058,315,346,10.32,26,4,132.132706809894,4,1,148.132706809894,132.132706809894,7,9,99.1328178403953,25890,s,36.1608778316438,10.5509093492084,42.8270275626676,204.311074165478,3.87450609954808,171.515005549579,8,5,0,0,2,1,7,0
53059,413,415,18.05,42,10,151.585476797112,3,0,177.638507100142,151.585476797112,10.4212121212121,15.6318181818182,123.943684300083,25890,s,56.6551454454197,32.6797367575735,54.439091682651,273.547532397072,10.0707108695934,225.452737957764,13,6,2,0,4,1,12,0
53061,455,495,14.91,31,18,201.322083179858,1,2,260.953455728877,201.322083179858,26.088725490196,33.5426470588235,150.565031403903,24260,s,405.905186203636,366.343808588609,412.610729981028,274.250336141657,13.032436344257,211.108112808465,11,6,2,0,1,2,10,1
53062,16539,16858,68.49,800,1229,8036.31655471595,135,203,8865.9023550228,8036.31655471595,216.014827133832,613.570973173022,4913.81995991168,25180,11,10095.5780191027,9051.54361550581,9395.20158986736,9252.68460459348,618.665411904078,7101.36145702697,705,21,63,60,480,81,503,158
53063,464,479,13.91,35,9,186.762549766732,8,2,207.095719735693,186.762549766732,8.13326798758432,12.1999019813765,143.260688470223,23810,s,76.1934374004841,52.0893204903015,104.78435028804,291.291082794475,8.87911523783186,242.897276942107,10,3,1,1,3,2,9,1
53064,960,1046,39.62,51,68,433.351050807399,6,7,572.118997385029,433.351050807399,62.8948247078466,75.8731218697832,324.503415548517,24540,s,175.655283618209,101.413991586102,185.698166162565,559.259386243571,31.3516919986591,432.771109953306,31,16,1,5,4,5,25,3
53066,1363,1364,38.54,78,102,533.598853767017,13,18,589.298298131668,533.598853767017,10.9214596793434,44.7779846853079,423.128709383646,25080,s,225.079611830046,142.762712361996,255.784119301884,849.317772138154,23.0756190751994,675.425762214938,29,9,1,7,8,4,24,4
53067,433,406,15.18,20,10,179,4,2,243,179,36,28,134,23590,s,68.8581272320229,33.8788687573688,52.9509667534859,262,16,222,10,4,1,2,1,2,6,1
53068,155,161,8.73,9,8,68.1999999999998,3,3,86.6285714285711,68.1999999999998,5.1190476190476,13.3095238095238,57.8666666666665,23720,s,44.5656175394789,28.279035248773,33.4839314065986,81.6333333333331,2.06666666666666,60.9666666666665,8,3,1,0,2,2,7,0
53069,152,175,13.05,6,16,82.9090909090909,3,2,176.909090909091,82.9090909090909,64,30,65.1428571428571,21580,s,42.2902022910196,20.4181598764516,39.8807138018252,82.9090909090909,5.92207792207792,62.1818181818182,5,1,0,2,1,1,5,0
53071,477,482,21.97,37,28,199.734044332928,3,3,277.150557102623,199.734044332928,48.9977928922121,28.418719877483,156.750284229682,23180,s,64.2730218476862,26.8477791032999,79.9497941421932,262.911872398792,7.83256059151556,198.958639427955,17,9,0,1,6,1,15,0
53072,1289,1204,22.88,85,28,510.342468013898,16,3,544.902233158501,510.342468013898,9.1481731265124,25.41159201809,412.440703821398,26020,s,109.665704198405,50.008374295727,134.099101371614,828.316870719466,39.2693051214619,651.650130629704,22,10,2,1,7,2,18,1
53073,919,904,24.28,45,42,397.099691846687,10,6,465.937537972535,397.099691846687,26.2239413812754,42.6139047445726,294.059459542449,22980,s,340.087815112891,285.912119002714,383.006568771128,563.065438673377,40.525189578485,424.911202568011,24,7,3,4,7,3,15,5
53074,840,851,22.96,60,30,338.421010773444,8,5,376.810754363187,338.421010773444,15.1538461538463,23.2358974358977,273.278835892151,26970,s,98.7795113936049,48.8396493930847,119.829972917226,523.310561041061,25.0723802264813,426.828022652137,20,11,3,1,3,2,17,1
53075,298,287,13.68,17,13,122,2,2,133,122,4,7,95,23770,s,32.9029208684534,11.9029208684534,36.9825146776723,185,9,151,6,4,0,0,0,2,5,0
53076,307,315,20.88,19,17,130,9,0,181,130,34,17,110,24720,s,52.8430576752991,29.9923592405571,58.4421922851428,201,12,160,11,4,0,1,4,2,10,0
53077,3208,3098,44.41,164,283,1347.07832058198,23,46,1489.86122553758,1347.07832058198,31.1331146143785,111.64979034122,988.976616038078,25160,s,1192.53058460512,982.811106441081,1059.7800808869,1837.4613360396,85.9964668057696,1446.94948087833,124,11,14,28,58,13,98,22
53078,867,867,11.01,51,18,324.956711791466,8,4,341.805173348261,324.956711791466,5.61615385226496,11.2323077045299,240.419661880877,24740,s,122.163038741614,90.3478374171331,137.80378736868,547.043992816436,23.9518881720293,434.322319313988,21,7,1,3,7,3,15,3
53079,377,366,19.13,26,28,166,2,4,310,166,84,60,140,22100,s,70.7726956743848,9.92173720018684,68.0516476466506,209,20,168,10,5,0,1,3,1,9,0
53080,114,127,0.71,4,15,69.7281553398056,4,1,131.061488673139,69.7281553398056,26.4205128205128,34.9128205128205,58.6601941747571,20910,s,26.4166376328891,16.853411402065,26.6689994897701,66.407766990291,2.2135922330097,44.271844660194,7,0,0,0,6,1,6,0
53082,633,640,18.02,43,19,240.782498438614,6,2,261.939214856525,240.782498438614,7.05223880597012,14.1044776119402,201.952158312223,24840,s,51.7641933888968,24.9168751071597,61.3016038500671,400.960365863489,19.9529969332733,319.762024675194,15,6,0,3,4,2,14,0
