CODGEO,P22_POP,P16_POP,SUPERF,NAIS1621,DECE1621,P22_MEN,NAISD24,DECESD24,P22_LOG,P22_RP,P22_RSECOCC,P22_LOGVAC,P22_RP_PROP,MED_SL23,PR_MD60_23,P22_EMPLT,P22_EMPLT_SAL,P16_EMPLT,P22_POP1564,P22_CHOM1564,P22_ACT1564,ETTOT24,ETAZ24,ETBE24,ETFZ24,ETGU24,ETOQ24,ETTEF124,ETTEFP1024
49125,11227,10981,148.55,624,816,4878.28863912512,107,146,5508.81941079766,4878.28863912512,201.980088173557,428.550683498988,3168.6426236893,24540,12,4938.44096127803,4201.15953221107,4715.5338470196,6601.87028094778,494.982165891967,5065.39048216499,391,59,27,39,218,48,264,90
49126,16975,16324,156.34,1099,845,6926.34109881624,159,114,7574.85890850495,6926.34109881624,252.028520362184,396.48928932652,5324.11163480979,25770,7,3631.59944228138,2780.11192073145,3440.44966069568,10540.3427318561,537.013912782744,8699.41746177563,385,54,25,83,188,35,285,60
49127,3376,3371,60.58,222,230,1468.85437543644,32,32,1740.97483371248,1468.85437543644,62.719213431654,209.401244844393,915.279464449247,24600,s,1714.43155028737,1515.78860333187,1707.06829243622,1929.0400886032,158.570033832695,1506.81861119276,137,15,24,7,79,12,88,33
49129,4614,4070,17.02,296,224,2042.35856331214,48,49,2219.29894460789,2042.35856331214,33.3500195112414,143.590361784512,1355.47984448032,26690,s,3525.59898410979,3264.72919728402,3018.44187237887,2675.58681896194,183.508561265449,2098.8055275435,220,3,33,40,124,20,132,70
49130,661,631,12.55,56,9,227.215389794002,6,4,257.113327172898,227.215389794002,12.5378447072788,17.3600926716169,198.190201503765,27430,s,65.8152485619478,46.2384307590401,78.7216505745043,412.278111953432,19.9514167922875,339.770268722412,12,0,1,1,7,3,12,0
49131,719,747,26.99,36,33,290.692454759604,5,6,338.621833290677,290.692454759604,21.415254237288,26.5141242937852,254.823268239451,24460,s,45.9533740124987,29.8514476224839,64.496686692865,458.336262603928,25.8892100547118,349.889733045095,6,2,0,1,1,2,6,0
49132,1567,1547,19.6,119,45,615.944081702697,20,9,682.693189596062,615.944081702697,22.9450058383443,43.8041020550209,484.829603829603,25460,s,281.741050292694,200.36287527567,282.972244114031,1019.69611148884,45.1074691898558,844.073264598907,29,4,4,7,11,3,26,3
49135,2216,2216,25.52,139,189,877.732240899312,19,28,960.323946506788,877.732240899312,31.5791815557998,51.0125240516766,645.586982644975,27780,s,326.856469519692,252.010785198185,329.333718539632,1331.43439751923,68.0639336013138,1049.60286472543,45,7,2,7,23,6,35,5
49138,2531,2637,60.22,166,124,1016.00274235502,24,25,1183.6894199866,1016.00274235502,69.2837171052636,98.4029605263165,807.48005539914,24960,s,398.671487699287,268.415259863344,434.630199773724,1528.68673312467,79.9252179093268,1229.66625460019,64,20,2,8,20,14,55,6
49140,1477,1532,14.82,76,139,519.069395022476,14,31,691.406811234585,519.069395022476,113.12946953801,59.2079466740989,295.291347360122,23460,s,1399.49596044572,1298.03045823406,1350.761176907,975.970104864695,57.5941332485755,830.090512371586,27,1,3,4,15,4,17,8
49155,1437,1449,26.9,103,28,574.806955705518,14,5,654.732222171079,574.806955705518,43.2928526688454,36.6324137967153,439.862914641965,29340,s,329.592355093715,233.822715590365,260.234624240829,932.278302972269,47.4476525291669,771.968036622468,58,8,2,8,34,6,51,5
49160,3069,2976,25.66,202,242,1311.67867301181,26,59,1560.40270630322,1311.67867301181,83.6107019557858,165.113331335623,902.040153302645,24760,s,623.198710084137,506.502275841807,636.28585223288,1764.65397646045,143.237669992302,1384.07341601237,75,4,8,9,44,10,52,11
49161,343,320,12.55,38,8,136.468687149379,2,1,190.032516936613,136.468687149379,41.4361702127659,12.1276595744681,117.144510394495,26210,s,147.245850633184,103.705613594971,87.0041390450498,208.896777461972,13.0740869584466,175.817944064838,8,1,0,1,4,2,6,1
49163,2792,2746,60.5,214,199,1133.61405896546,34,32,1292.23270066565,1133.61405896546,71.2779972197056,87.3406444804843,829.657282611413,25100,s,531.859936429521,387.538870971084,538.282347127998,1667.27962964401,77.5708074823302,1373.99286376104,61,13,3,7,33,5,40,11
49167,4670,4495,25.25,279,227,1935.14050849454,30,41,2088.66922035839,1935.14050849454,50.4893079283803,103.03940393547,1604.46820700614,31910,s,925.988339800487,712.61804783195,923.876614757527,2700.50000624382,133.602346362569,2063.05781666533,145,12,11,14,93,15,99,30
49170,828,822,18.95,59,30,365,11,5,422,365,19,38,277,26390,s,88.6256046603497,54.7042991242267,106.5627075817,489,39,389,14,5,1,1,5,2,9,2
49171,119,122,5.17,9,8,54,2,1,67,54,10,3,45,24130,s,17.0231863606319,7.02312404276474,16.9392617042628,76,3,56,2,1,0,0,0,1,2,0
49174,1304,1321,21.83,98,49,540.646925341472,14,10,635.81542927848,540.646925341472,40.6337432540034,54.5347606830046,400.262675129479,24430,s,367.589811568361,320.447463684743,369.21055992884,851.022210531221,53.4792084445553,697.591499336324,26,8,5,4,6,3,16,5
49176,5343,4870,47.74,438,249,2200.17217363082,63,42,2370.73544980258,2200.17217363082,39.442757614718,131.120518557036,1313.45601236335,25990,s,2282.41135051144,2019.65917585821,2170.29139694927,3203.03564154933,225.257512023346,2588.14693901111,178,22,15,23,90,28,131,33
49178,884,861,33.73,63,36,367.672274944163,14,3,436.978261640393,367.672274944163,12.0532150776053,57.2527716186251,284.268960960682,24740,s,141.686263689141,76.5785270381845,148.57659789651,518.124364972726,33.0398216207025,413.926206337412,34,15,2,3,11,3,29,1
49180,6583,6813,96.2,394,472,3048,61,84,3428,3048,85,295,1833,23720,15,3008.10416920075,2614.55295662627,3094.40821560559,3780,308,2898,234,39,20,41,109,25,155,53
49182,895,844,25.82,81,28,370.35368461912,10,4,418.905112382761,370.35368461912,17.835218362154,30.7162094014875,271.931389740649,25930,s,354.945587051825,305.481696454959,279.909418226754,536.862202798233,21.8751796187503,461.144327823518,31,11,2,7,7,4,18,5
49183,4967,4856,130.24,378,171,1978.55463481532,45,35,2178.85668165101,1978.55463481532,53.4138791561846,146.888167679508,1398.55702942284,25470,s,878.223534749683,614.264048567873,932.541300763645,2993.97407764808,160.491771386866,2422.60229667277,106,28,5,13,43,17,82,11
49188,846,842,21.09,44,20,327.583959375849,6,8,358.569976241255,327.583959375849,12.821800082237,18.1642167831691,281.208881199006,26020,s,159.418278705209,103.715046406185,123.598547207344,545.936116418461,22.8485547534399,449.081443678456,21,3,0,2,12,4,11,3
49192,3206,3161,33.42,202,201,1302.57131237114,24,25,1364.50649257555,1302.57131237114,19.2912856374397,42.6438945669719,973.580942704177,25980,s,1816.83678765506,1623.47374976654,1703.86036637323,1886.1699615536,115.099187863631,1526.7132625512,125,13,25,11,68,8,77,36
49193,3878,3822,31.62,241,255,1680.09944122148,37,36,1785.04067077591,1680.09944122148,17.490204925738,87.4510246286899,1229.05475271634,25250,s,1015.06530611363,855.976303281577,1132.50289292424,2325.37170567637,135.203824576729,1874.62358555131,81,9,8,12,41,11,59,18
49194,5770,5787,41.79,360,244,2293,42,40,2458,2293,53,112,1866,26840,s,1064.99556562743,830.064998288311,1043.40978495796,3490,166,2839,121,15,10,24,59,13,91,15
49195,1257,1154,8.9,106,25,484.259378160653,6,4,510.591364931664,484.259378160653,4.38866446183518,21.9433223091759,408.427063097382,26290,s,330.111024555263,291.693239899917,322.980946987645,745.270873236419,35.3071952810682,604.529626939633,29,1,11,7,8,2,20,8
49200,6453,6351,53.5,455,180,2556.34745009287,55,25,2703.47870041147,2556.34745009287,32.0670673771303,115.064182941468,1890.90630022791,27970,s,1886.72615079064,1632.48872164272,1702.17364956971,4005.13204594574,166.522212241134,3238.78566396654,113,15,10,17,56,15,79,22
49201,2057,2089,17.37,112,140,908.369251199932,12,28,1013.56276629213,908.369251199932,33.9687392485215,71.2247758436741,589.759735195225,25480,s,779.420201367551,674.302900673263,711.469293078493,1236.14460592218,90.8169800755531,972.087484866725,41,6,4,6,18,7,30,7
49205,1050,989,17.73,81,127,408,12,29,458,408,15,35,264,23600,s,250.221017012241,186.427872302067,277.42757054703,578,40,452,37,10,3,3,14,7,31,3
49209,433,414,9.01,42,15,163.191811664264,3,2,190.527448308163,163.191811664264,13.6678183219497,13.6678183219497,131.253937526188,25200,s,39.5836850650032,20.4857550095645,42.7536126397866,250.012074142766,13.6921714773573,215.456894819857,6,1,0,0,4,1,5,0
49211,1229,1225,26.34,57,128,502,8,21,539,502,14,23,387,25200,s,748.368437899413,679.740262343749,760.631486108653,710,33,570,42,9,7,7,14,5,26,14
49214,7811,7513,13.81,456,234,3320.66322041998,73,56,3479.35105051512,3320.66322041998,29.2725123476465,129.41531774749,2072.24154136503,27720,7,2010.12230668971,1770.67761345899,1828.45728866964,4594.52525399232,274.50337750775,3654.43314838719,135,0,21,8,80,26,86,32
49215,3716,3903,48.96,205,299,1742.82351571187,34,57,2043.60079713036,1742.82351571187,106.346253072966,194.431028345524,1038.65792524283,24190,s,2105.27846416838,1888.07640054457,2134.18450336091,2152.71911543362,188.977186235976,1704.31478719548,132,16,20,6,69,21,77,36
49216,565,570,11.99,46,12,222,7,4,238,222,7,9,193,28200,s,80.1139301448182,57.1224072135947,77.0845542146747,364,16,293,9,3,0,2,3,1,7,1
49217,792,744,11.13,70,15,313.435032415895,8,5,347.526917183359,313.435032415895,15.496311257938,18.5955735095257,228.660510297162,26240,s,130.193912037541,110.362769350873,156.186333774329,512.228122011417,32.5014308606263,420.613461951268,14,3,1,3,5,2,12,2
49218,15684,15971,198.85,898,822,6507.37459786645,127,137,7131.52844463193,6507.37459786645,152.635907534442,471.517939231038,5205.28225010427,24680,8,5279.66644089366,4464.35024946287,5769.63752098038,9397.97780049904,492.889560088274,7595.9658060556,407,67,41,72,185,42,291,81
49219,416,441,5.19,18,28,226.349008555766,0,3,365.06963518762,226.349008555766,104.543080939948,34.1775456919059,153.251079261269,27820,s,179.960117221879,130.938707210927,150.804112403286,208.772446652511,25.0755855197326,160.029734872665,32,4,3,0,21,4,25,1
49220,3694,3642,87.88,211,254,1578,37,50,1844,1578,158,108,1163,24670,s,1326.79004639148,1142.41523037544,1348.52468927263,2165,124,1729,100,22,15,15,34,14,77,11
49221,800,864,40.79,48,36,378.08197851418,4,5,542.617403706282,378.08197851418,110.359126653239,54.1762985388629,298.626599881749,21640,s,114.974029064139,58.8213825932167,145.006561946304,456.770131697945,40.9736582480683,336.027409431048,21,7,4,2,5,3,18,1
49222,2033,2006,25.53,122,68,828.395399004226,15,9,912.9595792031,828.395399004226,21.1410450497186,63.4231351491557,654.618394135276,27430,s,723.594062217419,622.203005351701,714.216455017468,1233.26780857791,65.1819744700711,980.766763898888,66,8,8,13,30,7,52,9
49223,6172,5453,17.29,359,308,2725.49132333372,50,47,2881.92183765971,2725.49132333372,70.0435138773108,86.3870004486833,1657.31887639931,27750,8,1492.7554203237,1255.81924890706,1420.7935927312,3650.96252544679,203.187774434602,2799.8437619783,158,4,10,8,112,24,126,27
49224,1011,991,13.56,78,28,409.112142219839,6,4,458.569842870599,409.112142219839,21.6377440347073,27.8199566160522,312.136343523869,24490,s,389.146816776417,339.379815171949,241.195575026514,590.461598451217,50.1153023812353,462.554828841309,28,2,1,6,13,6,18,10
49228,5473,5680,299.45,228,422,2588,47,79,3444,2588,400,456,1843,22210,19,1655.98984991721,1249.01219978465,1744.13323742113,3061,300,2315,173,53,23,14,62,21,119,35
49231,1454,1489,13.23,94,30,614.379367362014,15,8,645.516529134437,614.379367362014,8.71840529627837,22.4187564761444,475.142552597151,26350,s,501.243561699015,442.183067099763,444.140309757764,864.990795919768,48.8289664665085,702.06943993209,40,3,9,5,18,5,26,10
49235,377,435,6.54,18,18,185,7,5,233,185,17,31,157,27400,s,119.381555662443,99.2125755935454,77.0785217503606,227,11,170,21,8,3,0,7,3,17,1
49236,128,126,4.91,6,5,67,0,0,90,67,18,5,57,24530,s,24.1120535507786,19.1200338836913,30.1262439594685,72,5,58,6,3,1,1,0,1,5,1
49237,137,145,5.3,10,10,71.9007092198582,2,2,99.1273758865249,71.9007092198582,16.336,10.8906666666667,58.2978723404255,22880,s,23.4780995548699,14.734974991408,32.5904538057491,78.7021276595745,2.91489361702128,62.1843971631206,1,0,0,0,0,1,1,0
49240,1016,1031,22.16,79,29,414.981972182046,5,4,463.945320581149,414.981972182046,10.4921460855221,38.4712023135812,331.572850890324,24290,s,264.186334736659,201.884185598723,167.178100710466,634.70490191048,33.5484482391749,504.489935925132,24,4,3,3,9,5,15,5
49241,2649,2326,9.14,172,64,1033,31,16,1081,1033,15,33,821,29110,s,535.306102177726,430.124626211216,468.698363665724,1638,72,1306,75,3,11,18,35,8,61,12
49244,18514,18366,191.87,1079,1059,7737.40951127602,156,169,8589.05970325499,7737.40951127602,285.878201992541,565.771989986432,5704.75134896269,25020,9,6386.0448870768,5396.15868974054,6549.192281958,10880.3312560671,620.286519037354,8484.7084565905,543,78,48,94,266,57,395,93
49246,12863,12708,19.55,710,670,6127.80408140573,110,123,6621.69092989117,6127.80408140573,155.096185396648,338.790663088789,3268.17581094697,26690,12,4832.14515071661,4193.86639531351,4378.67943251458,7619.90169791994,599.461557548635,5829.49329532612,498,8,32,76,333,49,334,119
49247,2478,2429,18.36,160,152,996.979013548381,19,22,1083.43238456646,996.979013548381,38.5535303188721,47.8998406992048,809.68879847048,27480,s,408.690017064485,296.73661012542,410.723032975628,1463.10366035281,81.2032265827676,1173.04851791936,50,8,3,5,24,10,42,4
49248,8811,9013,202.16,492,725,3844,73,106,4447,3844,136,467,2600,23850,13,2776.92194642185,2280.54438582346,3123.80864763493,5080,403,3946,283,61,26,27,131,38,219,36
49253,1089,1193,16.04,64,69,508,8,6,678,508,77,93,359,23700,s,320.124029066769,246.507510147783,390.837435968035,626,44,492,45,20,6,1,15,3,30,6
49257,1043,1006,8.41,73,44,454,9,5,502,454,19,29,361,24760,s,219.205698523041,193.159789741482,210.813444876628,618,34,495,17,1,7,1,5,3,12,3
49259,2332,2343,28.01,163,160,942.350022476095,16,11,1092.6645315986,942.350022476095,58.9070373588189,91.4074717636845,750.920057662418,26130,s,441.114589339099,305.317487426093,469.351661266386,1341.4631785312,54.6842389535084,1081.57908348795,64,15,1,8,31,9,51,6
49260,2012,1835,15.93,143,53,838.816043678161,31,12,893.057247400625,838.816043678161,10.4310007158583,43.8102030066049,642.157582806856,26320,s,565.021645139509,486.715019381959,559.999944576134,1264.84083486524,79.6489693435417,1045.87358713847,51,8,5,11,18,9,42,8
49261,8452,8679,144.94,466,519,3768.17290350144,56,80,4544.46293648772,3768.17290350144,433.63076061343,342.659272372851,2758.59626778364,25150,10,1831.07413643494,1338.40494278717,1843.26517399124,4729.06183116609,408.854223818789,3735.75222333463,235,31,19,28,134,23,168,33
49262,644,664,12.66,35,27,286,5,4,318,286,16,16,252,26900,s,53.5549246991892,31.4336236966465,50.9495624580149,365,13,283,9,1,0,0,4,4,8,1
49266,1283,1214,27.28,115,33,499.294581722744,8,1,539.948218786429,499.294581722744,18.3597070610188,22.2939300026657,381.818810299095,26200,s,166.776746890531,118.731336082892,185.549284682368,806.966957894212,36.3461146125678,678.373318095701,20,5,5,0,7,3,16,3
49267,9496,9209,14.58,516,558,4364.73563740417,95,102,4589.94231020969,4364.73563740417,29.3292411095555,195.87743169596,2337.07589018893,26190,13,8436.34328670442,7855.68949860587,8188.5562788832,5506.4326685607,512.228281239016,4096.59220845718,551,10,48,75,360,58,335,180
49269,2843,2699,21.75,183,63,1153.0556943418,17,17,1201.64817877468,1153.0556943418,6.9417834904115,41.650700942469,950.8887299261,26920,s,832.447644612351,710.284985932306,771.825116290349,1723.00875912628,69.5260547737813,1384.48304640735,83,7,10,18,41,7,60,17
49271,2139,2161,33.23,197,45,811.835504965057,17,6,863.887117618105,811.835504965057,11.3155679680539,40.736044684994,622.307244243852,27740,s,291.617852197804,205.578457742094,285.562957111248,1336.90297093622,45.6924507738984,1113.48729794477,40,6,4,6,21,3,28,6
49272,1127,1118,10.22,63,55,484,11,18,559,484,58,17,370,24170,s,195.706863262912,145.696302968335,179.990686746674,650,48,522,15,0,2,3,7,3,12,2
49278,3617,3416,14.83,172,191,1592.17268892705,27,34,1756.59201059971,1592.17268892705,60.1534103680458,104.265911304613,1109.10662287299,30130,s,2477.22261741844,2265.8160300747,2408.81091374398,2074.78951426547,89.5866016901237,1553.19639824573,170,16,12,22,93,27,104,44
49283,3787,3570,33.36,256,294,1503.10735886453,38,60,1645.47322451612,1503.10735886453,32.0558902791674,110.309975372429,998.317091249816,26180,s,1470.04203141484,1259.29499632377,1379.96447521582,2251.89239488211,106.583863236171,1814.66225328634,134,7,12,23,71,21,101,25
49284,1396,1399,19.76,102,39,584.795496651042,16,8,635.938933504044,584.795496651042,15.736442108616,35.4069947443861,426.349384094917,25550,s,261.441997832959,204.82702620854,235.291880370602,849.269582221503,44.4280210505417,697.834974484409,41,6,6,5,19,5,31,7
49288,225,230,1.83,19,8,106.243608576923,6,1,119.835608576923,106.243608576923,10.4553846153846,3.13661538461538,84.2351763664596,26620,s,13.0712517484141,5.39182000204929,9.0279730254395,144.325005282624,2.8606495732575,118.958816881583,3,0,0,1,1,1,2,0
49291,386,396,7.24,29,17,164.145268330224,7,5,212.675500888364,164.145268330224,16.5209302325582,32.0093023255816,115.570535104392,23920,s,43.3004322225816,33.3395250573813,47.4360689377205,236.238149730768,22.6332458489082,195.182808931724,8,2,0,1,4,1,5,1
49292,3508,3397,29.63,237,165,1311.7863666104,27,34,1503.57620243022,1311.7863666104,69.7417584799342,122.048077339885,1059.11430223889,26040,s,666.819071394134,509.900984218197,641.069837092481,2124.05604991961,125.288900153068,1758.05521564667,91,45,5,9,24,8,69,9
49294,2961,2731,13.81,173,57,1130.31804051533,32,8,1190.12706838454,1130.31804051533,10.9509487647853,48.8580791044268,848.271566595689,28980,s,369.332814828992,305.590404188024,480.98553836241,1799.46987829835,87.3055130069509,1380.24204656567,59,5,4,10,32,8,50,5
49298,3860,3529,24.08,286,67,1477,42,15,1528,1477,17,34,1150,29560,s,1355.33853559927,1198.65729925281,947.779641010303,2418,124,1965,175,4,14,36,108,13,119,39
49299,3099,2817,9.6,254,72,1229.87544672677,23,8,1259.13044272997,1229.87544672677,4.03517186251,25.2198241406875,1026.40860147008,26950,s,694.072851549663,591.519114460724,738.449899761995,1827.71817750289,85.8516121504239,1481.97582808468,78,5,15,13,36,9,51,21
49301,25764,25681,213.07,1604,1255,10454.4090358524,253,220,11090.9198576616,10454.4090358524,110.573326913864,525.937494895296,8069.01876443816,26070,6.2,8345.8567975507,7068.82821058893,8113.80097850412,15873.2125422138,799.801157354666,13073.9660605533,702,67,100,123,346,66,507,150
49302,442,457,13.06,33,30,186.547183180669,3,3,221.822036981839,186.547183180669,21.3786992734362,13.8961545277335,135.918078222795,22920,s,87.684466521084,67.6699941560004,92.7605032393577,262.862892557565,12.9593505043704,221.357693972164,11,5,0,0,3,3,10,0
49306,1693,1672,14.82,100,51,689.679210163089,20,6,713.141511750391,689.679210163089,7.46527777777775,15.9970238095237,563.202283228113,28630,s,322.943988075341,251.911139234534,363.961925854235,1048.28408943914,49.4522488139966,831.322726940469,66,3,8,13,36,6,52,8
49307,16588,15821,113.66,970,740,6668.21018307152,131,118,7063.69867003311,6668.21018307152,140.124698278953,255.363788682633,5273.23239735999,27910,5,3842.64923483209,3135.89546700299,3183.3483245052,9992.223395402,534.606278067981,7916.87137659374,407,53,28,78,203,45,298,58
49308,2209,2040,5.11,144,59,910.642045193587,20,10,955.02036052197,910.642045193587,11.7225738603274,32.655741468055,744.715092585034,31470,s,347.512007697155,251.550024040079,305.881573164299,1304.19449562639,35.7333762578709,1040.91701109022,53,3,1,9,32,8,43,8
49310,600,599,26.58,40,31,259.362068014371,6,4,312.195401347704,259.362068014371,21.9308176100629,30.9025157232705,202.516968772191,23100,s,74.9484537136203,34.980347050467,87.50835822007,370.36696667021,26.9672221867331,304.498882318229,17,7,0,0,7,3,15,0
49311,1319,1297,16.38,83,52,523.144952983051,10,3,574.727351856187,523.144952983051,16.1194996478549,35.4628992252807,426.953391461696,25090,s,175.260042502279,132.89066041932,169.745527045091,791.534133896174,58.7213437450701,644.787270437504,20,2,2,4,9,3,14,5
49323,7946,7060,24.83,470,259,3373.72931029485,75,40,3652.389836277,3373.72931029485,27.034230132597,251.626295849556,2146.56166570657,27010,9,5479.65592432774,5064.20146669116,4790.37411956577,4922.6120749887,288.76768245089,3754.0040214469,368,11,49,47,226,35,225,135
49326,891,815,2.97,61,28,352.418738533515,14,2,359.677745662549,352.418738533515,1.31981947800612,5.93918765102755,329.480481685954,29400,s,53.0244455049208,31.1015993261237,45.8123780166872,564.427118771977,18.1532103199744,465.620984677321,11,1,1,1,6,2,10,1
49328,26074,27125,66.25,1522,2090,13243.0011547505,256,361,16032.1579951586,13243.0011547505,1072.16215587076,1716.99468453734,6359.04390854582,23990,18.8,15076.1269990507,13220.0658002853,14840.809226994,15081.2992572741,1631.80479083074,10860.904200202,1155,31,72,45,836,171,824,218
49329,1351,1338,21.01,73,94,549.694798509743,14,14,632.304890252862,549.694798509743,27.5366972477065,55.0733944954129,403.604975664932,28690,s,238.922367284723,157.408917912543,239.613044324233,818.679355598852,47.4505023531738,627.576860245812,48,12,2,2,27,5,37,4
49330,1161,1183,17.18,92,27,414.098538286385,13,5,437.151656069295,414.098538286385,5.01154734411085,18.0415704387991,356.35647522841,26410,s,70.7778908419291,52.7494074061626,103.852939640904,715.591754949233,30.8880359725368,576.050589339158,14,4,0,1,3,6,11,0
49331,17617,17577,241.54,913,1127,7763.15638871383,147,199,8665.12996764464,7763.15638871383,308.251727729078,593.721851201731,4844.9571890549,24390,12,8102.71316672115,7180.95265428619,7701.02339859084,10381.3774016829,686.013632393233,8008.45459663562,579,71,60,59,308,81,422,113
49332,4199,4092,31.15,257,191,1669.27954986958,26,43,1738.63134713067,1669.27954986958,14.0713791544236,55.2804181066643,1329.97618326303,27320,s,2289.35387975973,2046.34124833163,2226.53137643135,2395.90881485112,111.917056934943,1926.32865363334,223,11,38,36,127,11,152,55
49333,2853,2980,28.83,193,216,1198.58414626165,26,33,1366.78213765333,1198.58414626165,45.3228120516501,122.875179340029,752.000115392174,24710,s,1696.20810691782,1556.82183260751,1728.70270313168,1775.00365961311,135.4375692455,1403.95589898748,113,5,15,14,71,8,74,31
49334,341,319,7.19,29,6,139.454337109795,4,2,168.186044426869,139.454337109795,17.026196928636,11.7055103884373,96.7609892050593,25000,s,41.6375779118383,24.5904448602901,42.2800033870372,223.325503979449,14.9471832998257,176.789126354951,7,2,1,1,1,2,6,0
49336,875,897,31.83,50,77,368.837975387017,5,9,415.658489981279,368.837975387017,7.44871823090535,39.3717963633569,270.116300561086,24970,s,288.388850267696,234.358798250548,283.081295615418,522.145925579202,25.4408196513475,440.935002149864,37,16,6,1,10,4,27,5
49338,1344,1418,12.72,82,26,543,7,6,575,543,14,18,459,28720,s,86.0664688199999,55.9900433576224,121.097520578054,828,41,658,17,4,1,3,6,3,16,1
49339,1477,1484,18.08,97,41,576.685735378022,22,4,612.028312865787,576.685735378022,14.137030995106,21.2055464926591,479.499961555808,27750,s,109.527630699226,70.9487991087518,122.27494106349,939.430824318984,57.8456856554519,753.102740653913,23,3,2,5,8,5,19,2
49341,691,760,8.92,44,24,307,6,8,369,307,31,31,247,25080,s,103.961519105205,70.5166691713647,118.232751212083,414,27,320,16,9,1,2,2,2,14,0
49343,3178,3162,21.21,155,206,1344.61263777089,23,25,1391.09871173829,1344.61263777089,13.4564950958262,33.0295788715734,1076.45320808197,26960,s,697.512619578597,571.512212730096,668.03169816887,1842.29420169295,70.2119934864532,1517.11252324486,89,10,5,14,53,7,69,8
49344,1238,1222,16.45,109,15,441.713857048506,8,4,464.021767818025,441.713857048506,11.1539553847596,11.1539553847596,364.482599725966,26660,s,143.938709277109,87.5086214974711,139.70374607076,796.938433211929,28.9403259292027,666.207058721427,20,3,2,5,8,2,16,1
49345,5874,5757,94.37,355,273,2451.43463327152,65,44,2715.43096363025,2451.43463327152,124.233567227642,139.762763131097,1857.13065442767,25780,s,1673.50537523314,1260.28370264604,1743.78635370774,3545.32001898647,143.593540014054,2867.04995707928,195,72,8,16,77,22,155,22
49347,4498,4349,33.7,243,315,1968.79585235848,42,57,2119.75052733495,1968.79585235848,32.2730684432452,118.681606533224,1352.43999788605,26990,s,1524.22831260107,1268.0231520706,1367.7039284154,2642.75034947303,149.879463019058,2017.66037598828,176,12,22,24,97,21,135,29
49352,1316,1336,12.63,88,33,522.496856206838,11,2,544.942234273838,522.496856206838,3.06073337277276,19.3846446942275,421.246461043284,25800,s,146.626054134191,99.5257198022385,174.610460824742,810.105176932119,36.9229129178654,661.787362412041,23,2,2,6,8,5,19,3
49353,15620,14402,12.2,1246,620,6795.68407981565,208,114,7289.03051271875,6795.68407981565,58.6255543485985,434.720878554502,3271.38358083701,23960,17,5355.22079122738,4618.77843280889,5070.00735133784,9846.12189188934,951.235024070612,7690.20720617651,431,3,28,54,255,91,295,101
49355,3078,2956,34.06,186,196,1285,24,20,1378,1285,17,76,978,26280,s,755.963604053224,627.484173677474,734.766673927621,1823,84,1481,75,9,11,10,33,12,57,15
49358,569,585,7.86,37,29,248.011498938241,6,3,316.489759807807,248.011498938241,28.4448160535117,40.0334448160536,153.696301101168,23910,s,132.890330774489,84.3511558745739,146.751475313482,350.545047900139,37.5232268449559,280.928886855606,27,11,1,3,9,3,22,2
49359,553,581,8.1,35,19,230.741026803366,2,5,270.178840647172,230.741026803366,18.6810697154873,20.7567441283192,194.026573332725,27500,s,81.4752347130493,54.0461350049166,87.718585879989,361.080481343239,19.2253295386752,290.679676130154,18,7,0,2,6,3,13,1
49361,1924,1829,22.66,118,107,831,14,22,929,831,46,52,600,23800,s,278.254341531944,196.482961271633,266.861020053827,1051,85,815,39,11,5,7,13,3,32,3
49362,1282,1224,3.4,68,54,555,14,17,614,555,27,32,437,27620,s,169.975705008776,120.094922652062,224.385212445636,701,33,568,34,16,0,1,12,5,29,2
49364,1122,1159,25.48,66,56,477.413902519461,5,8,554.518045383755,477.413902519461,22.1806438376735,54.9234990266201,404.774793054248,24740,s,194.072318687905,125.740290747689,214.048898599202,683.306131529065,27.9301937454451,565.016467339937,35,17,2,1,13,2,29,4
49367,5784,5750,89.94,453,226,2156.837985523,62,49,2332.58746056902,2156.837985523,42.6675026123304,133.081972433697,1575.39399697164,25210,s,1007.15110039674,741.49340854552,1072.85615110355,3546.89942063422,227.641242181344,2850.84700236019,120,21,7,25,51,16,88,18
49368,2006,1990,40.77,134,206,839.259191170387,17,47,1017.7796693963,839.259191170387,56.4810552579151,122.039422967995,538.55816997992,22870,s,704.710979879578,615.187159053699,701.447945753128,1122.18081487796,107.736053857809,821.426263874064,63,7,6,5,28,17,42,16
49369,1330,1269,33.1,69,71,602.221276788391,13,14,757.156675988759,602.221276788391,68.6422654685176,86.2931337318507,433.995977271442,22660,s,245.441929414741,169.70061607137,251.397976640214,696.046401433036,63.5409218234709,550.91727760684,42,5,4,7,13,13,30,6
49370,459,478,16.49,25,18,194,3,6,208,194,6,8,180,25750,s,39.4922703142216,27.4520407441748,52.9163717224208,283,6,223,10,4,0,3,1,2,9,1
49371,1750,1704,18.02,119,61,757.021574652294,20,9,815.177193036735,757.021574652294,8.44194460419291,49.7136737802471,551.120318092736,25110,s,305.316734511163,252.701369057922,316.127582313146,1100.8879529586,69.413163465152,909.483659788812,32,2,5,7,11,7,27,3
49373,7722,7882,178.86,436,506,3357.48172459757,80,78,3918.43291441643,3357.48172459757,172.522758019829,388.428431799031,2449.85171913582,23890,11,2605.38024366201,2077.41624071056,2507.96189192591,4435.58902347209,274.803645523156,3535.83195361415,282,78,18,29,122,35,219,41
