id_election,annee,type_election,code_commune,libelle_commune,code_departement,region,code_region,total_inscrits,total_votants,total_abstentions,total_blancs,total_nuls,total_exprimes,nb_bureaux,taux_participation_reel,taux_abstention_reel,famille_dominante,pct_voix_famille_dominante,pct_autre,pct_centre,pct_divers,pct_droite,pct_ecologie,pct_extreme_droite,pct_gauche,pct_gauche_radicale
2022_pres_t1,2022,pres,44126,La Plaine-Sur-Mer,44,Pays de la Loire,52,3887,3077,810,64,19,2994,4,79.161307,20.838693,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44127,La Planche,44,Pays de la Loire,52,1965,1567,398,27,15,1525,2,79.745547,20.254453,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44128,Plessé,44,Pays de la Loire,52,3936,3089,847,42,20,3027,5,78.480691,21.519309,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44129,Pontchâteau,44,Pays de la Loire,52,8122,6254,1868,110,59,6085,8,77.000739,22.999261,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44130,Pont-Saint-Martin,44,Pays de la Loire,52,5189,4161,1028,83,34,4044,6,80.188861,19.811139,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44131,Pornic,44,Pays de la Loire,52,15724,12394,3330,134,68,12192,17,78.822183,21.177817,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44132,Pornichet,44,Pays de la Loire,52,11054,8665,2389,197,0,8468,8,78.387914,21.612086,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44133,Port-Saint-Père,44,Pays de la Loire,52,2293,1871,422,36,11,1824,2,81.596162,18.403838,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44134,Pouillé-Les-Côteaux,44,Pays de la Loire,52,736,587,149,16,3,568,1,79.755435,20.244565,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44135,Le Pouliguen,44,Pays de la Loire,52,4701,3657,1044,48,12,3597,4,77.791959,22.208041,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44136,Préfailles,44,Pays de la Loire,52,1610,1291,319,19,2,1270,2,80.186335,19.813665,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44137,Prinquiau,44,Pays de la Loire,52,2433,1999,434,39,13,1947,2,82.16194,17.83806,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44138,Puceul,44,Pays de la Loire,52,771,618,153,10,4,604,1,80.155642,19.844358,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44139,Quilly,44,Pays de la Loire,52,981,793,188,13,8,772,1,80.835882,19.164118,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44140,La Regrippière,44,Pays de la Loire,52,1106,903,203,18,6,879,1,81.64557,18.35443,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44141,La Remaudière,44,Pays de la Loire,52,860,675,185,16,6,653,1,78.488372,21.511628,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44142,Remouillé,44,Pays de la Loire,52,1404,1176,228,7,23,1146,1,83.760684,16.239316,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44143,Rezé,44,Pays de la Loire,52,31165,23358,7807,337,113,22908,33,74.949463,25.050537,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44144,Riaillé,44,Pays de la Loire,52,1650,1294,356,28,8,1258,2,78.424242,21.575758,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44145,Rouans,44,Pays de la Loire,52,2366,1908,458,38,8,1862,3,80.642434,19.357566,autre,100,100,0,0,0,0,0,0,0
2022_pres_t1,2022,pres,44146,Rougé,44,Pays de la Loire,52,1748,1325,423,24,8,1293,2,75.800915,24.199085,autre,100,100,0,0,0,0,0,0,0
